(from GFF),,,
gene.name,gene.ID,B2Gname,rnaID
LOC106906745,gene25082,rna45787_gene_LOC106906745,rna45787
LOC106906734,gene25083,rna45788_gene_LOC106906734,rna45788
LOC106906744,gene25084,rna45789_gene_LOC106906744,rna45789
LOC106906743,gene25085,rna45790_gene_LOC106906743,rna45790
LOC106906742,gene25086,rna45791_gene_LOC106906742,rna45791
LOC106906741,gene25087,rna45792_gene_LOC106906741,rna45792
LOC106906735,gene25088,rna45793_gene_LOC106906735,rna45793
fbxo7,gene25089,rna45794_gene_fbxo7,rna45794
kiaa0930,gene25090,rna45799_gene_kiaa0930,rna45799
LOC106906740,gene25091,NA,NA
nup50,gene25092,rna45801_gene_nup50,rna45801
LOC106906750,gene25093,rna45803_gene_LOC106906750,rna45803
LOC106906752,gene25094,rna45807_gene_LOC106906752,rna45807
dvl2,gene25095,rna45809_gene_dvl2,rna45809
acadvl,gene25096,rna45810_gene_acadvl,rna45810
LOC106906749,gene25097,rna45811_gene_LOC106906749,rna45811
LOC106906763,gene25098,rna45812_gene_LOC106906763,rna45812
LOC106906762,gene25099,rna45813_gene_LOC106906762,rna45813
LOC106906758,gene25100,rna45814_gene_LOC106906758,rna45814
sgf29,gene25101,rna45816_gene_sgf29,rna45816
spns1,gene25102,rna45817_gene_spns1,rna45817
LOC106906753,gene25103,rna45819_gene_LOC106906753,rna45819
LOC106906757,gene25104,rna45822_gene_LOC106906757,rna45822
LOC106906754,gene25105,rna45825_gene_LOC106906754,rna45825
LOC106906759,gene25106,rna45827_gene_LOC106906759,rna45827
LOC106906761,gene25107,rna45828_gene_LOC106906761,rna45828
LOC106906760,gene25108,rna45830_gene_LOC106906760,rna45830
LOC106906766,gene25109,rna45831_gene_LOC106906766,rna45831
LOC106906770,gene25110,rna45832_gene_LOC106906770,rna45832
LOC106906771,gene25111,rna45833_gene_LOC106906771,rna45833
LOC106906767,gene25112,NA,NA
LOC106906768,gene25113,rna45835_gene_LOC106906768,rna45835
LOC106906769,gene25114,rna45836_gene_LOC106906769,rna45836
LOC106906772,gene25115,rna45837_gene_LOC106906772,rna45837
LOC106906773,gene25116,NA,NA
tiam1,gene25117,rna45839_gene_tiam1,rna45839
LOC106906776,gene25118,rna45843_gene_LOC106906776,rna45843
mrap,gene25119,rna45845_gene_mrap,rna45845
urb1,gene25120,rna45846_gene_urb1,rna45846
LOC106906774,gene25121,rna45847_gene_LOC106906774,rna45847
LOC106906787,gene25122,rna45848_gene_LOC106906787,rna45848
LOC106906789,gene25123,rna45850_gene_LOC106906789,rna45850
LOC106906786,gene25124,rna45852_gene_LOC106906786,rna45852
sycp3,gene25125,rna45853_gene_sycp3,rna45853
LOC106906780,gene25126,rna45856_gene_LOC106906780,rna45856
commd9,gene25127,rna45860_gene_commd9,rna45860
sh3gl3,gene25128,rna45861_gene_sh3gl3,rna45861
rps17,gene25129,rna45864_gene_rps17,rna45864
LOC106906785,gene25130,rna45865_gene_LOC106906785,rna45865
LOC106906791,gene25131,rna45866_gene_LOC106906791,rna45866
LOC106906790,gene25132,rna45867_gene_LOC106906790,rna45867
LOC106906792,gene25133,NA,NA
LOC106906793,gene25134,rna45870_gene_LOC106906793,rna45870
LOC106906794,gene25135,NA,NA
LOC106906801,gene25136,rna45872_gene_LOC106906801,rna45872
mak16,gene25137,rna45873_gene_mak16,rna45873
LOC106906800,gene25138,rna45874_gene_LOC106906800,rna45874
LOC106906798,gene25139,rna45875_gene_LOC106906798,rna45875
dmtn,gene25140,rna45877_gene_dmtn,rna45877
LOC106906795,gene25141,rna45879_gene_LOC106906795,rna45879
LOC106906796,gene25142,NA,NA
LOC106906803,gene25143,rna45881_gene_LOC106906803,rna45881
LOC106906811,gene25144,rna45882_gene_LOC106906811,rna45882
LOC106906806,gene25145,rna45883_gene_LOC106906806,rna45883
LOC106906810,gene25146,NA,NA
LOC106906809,gene25147,rna45885_gene_LOC106906809,rna45885
LOC106906808,gene25148,rna45886_gene_LOC106906808,rna45886
LOC106906807,gene25149,rna45888_gene_LOC106906807,rna45888
LOC106906805,gene25150,NA,NA
LOC106906804,gene25151,rna45890_gene_LOC106906804,rna45890
abl2,gene25152,rna45892_gene_abl2,rna45892
soat1,gene25153,rna45895_gene_soat1,rna45895
LOC106906812,gene25154,rna45899_gene_LOC106906812,rna45899
LOC106906816,gene25155,rna45900_gene_LOC106906816,rna45900
lmnb1,gene25156,rna45902_gene_lmnb1,rna45902
LOC106906818,gene25157,rna45903_gene_LOC106906818,rna45903
LOC106906821,gene25158,NA,NA
LOC106906820,gene25159,NA,NA
LOC106906822,gene25160,rna45906_gene_LOC106906822,rna45906
sys1,gene25161,rna45911_gene_sys1,rna45911
LOC106906828,gene25162,rna45912_gene_LOC106906828,rna45912
LOC106906825,gene25163,rna45913_gene_LOC106906825,rna45913
LOC106906829,gene25164,NA,NA
LOC106906826,gene25165,rna45915_gene_LOC106906826,rna45915
arfgap1,gene25166,rna45916_gene_arfgap1,rna45916
elmo2,gene25167,rna45924_gene_elmo2,rna45924
LOC106906830,gene25168,rna45929_gene_LOC106906830,rna45929
LOC106906836,gene25169,rna45930_gene_LOC106906836,rna45930
LOC106906842,gene25170,rna45931_gene_LOC106906842,rna45931
LOC106906837,gene25171,rna45932_gene_LOC106906837,rna45932
LOC106906835,gene25172,rna45933_gene_LOC106906835,rna45933
LOC106906834,gene25173,NA,NA
LOC106906833,gene25174,rna45936_gene_LOC106906833,rna45936
LOC106906838,gene25175,rna45937_gene_LOC106906838,rna45937
LOC106906839,gene25176,rna45938_gene_LOC106906839,rna45938
LOC106906840,gene25177,rna45939_gene_LOC106906840,rna45939
LOC106906841,gene25178,rna45940_gene_LOC106906841,rna45940
LOC106906843,gene25179,rna45941_gene_LOC106906843,rna45941
LOC106906845,gene25180,NA,NA
LOC106906844,gene25181,NA,NA
slc41a1,gene25182,rna45947_gene_slc41a1,rna45947
LOC106906848,gene25183,NA,NA
LOC106906858,gene25184,NA,NA
LOC106906856,gene25185,rna45951_gene_LOC106906856,rna45951
LOC106906857,gene25186,rna45954_gene_LOC106906857,rna45954
LOC106906849,gene25187,rna45956_gene_LOC106906849,rna45956
LOC106906853,gene25188,rna45958_gene_LOC106906853,rna45958
LOC106906855,gene25189,NA,NA
LOC106906851,gene25190,rna45965_gene_LOC106906851,rna45965
gtf2a2,gene25191,rna45966_gene_gtf2a2,rna45966
LOC106906850,gene25192,rna45967_gene_LOC106906850,rna45967
LOC106906859,gene25193,NA,NA
hmg20a,gene25194,rna45970_gene_hmg20a,rna45970
LOC106906864,gene25195,rna45974_gene_LOC106906864,rna45974
LOC106906865,gene25196,NA,NA
LOC106906862,gene25197,rna45978_gene_LOC106906862,rna45978
LOC106906863,gene25198,rna45979_gene_LOC106906863,rna45979
LOC106906861,gene25199,rna45980_gene_LOC106906861,rna45980
LOC106906870,gene25200,rna45981_gene_LOC106906870,rna45981
LOC106906869,gene25201,rna45983_gene_LOC106906869,rna45983
mb21d2,gene25202,rna45984_gene_mb21d2,rna45984
LOC106906867,gene25203,NA,NA
LOC106906866,gene25204,rna45986_gene_LOC106906866,rna45986
LOC106906871,gene25205,rna45987_gene_LOC106906871,rna45987
LOC106906872,gene25206,rna45988_gene_LOC106906872,rna45988
LOC106906873,gene25207,rna45989_gene_LOC106906873,rna45989
LOC106906875,gene25208,rna45991_gene_LOC106906875,rna45991
LOC106906876,gene25209,NA,NA
LOC106906877,gene25210,rna45993_gene_LOC106906877,rna45993
LOC106906878,gene25211,rna45994_gene_LOC106906878,rna45994
rmnd5b,gene25212,rna45997_gene_rmnd5b,rna45997
LOC106906886,gene25213,rna46001_gene_LOC106906886,rna46001
smyd4,gene25214,rna46003_gene_smyd4,rna46003
LOC106906887,gene25215,rna46004_gene_LOC106906887,rna46004
LOC106906880,gene25216,rna46005_gene_LOC106906880,rna46005
LOC106906883,gene25217,rna46009_gene_LOC106906883,rna46009
LOC106906884,gene25218,NA,NA
LOC106906882,gene25219,rna46011_gene_LOC106906882,rna46011
syk,gene25220,rna46012_gene_syk,rna46012
LOC106906889,gene25221,NA,NA
LOC106906890,gene25222,rna46014_gene_LOC106906890,rna46014
LOC106906892,gene25223,NA,NA
chst12,gene25224,rna46016_gene_chst12,rna46016
LOC106906893,gene25225,rna46017_gene_LOC106906893,rna46017
LOC106906897,gene25226,rna46018_gene_LOC106906897,rna46018
LOC106906894,gene25227,rna46020_gene_LOC106906894,rna46020
LOC106906898,gene25228,rna46021_gene_LOC106906898,rna46021
LOC106906896,gene25229,NA,NA
LOC106906895,gene25230,rna46023_gene_LOC106906895,rna46023
LOC106906901,gene25231,rna46025_gene_LOC106906901,rna46025
nav2,gene25232,rna46028_gene_nav2,rna46028
LOC106906903,gene25233,NA,NA
LOC106906902,gene25234,NA,NA
LOC106906904,gene25235,NA,NA
LOC106906905,gene25236,rna46038_gene_LOC106906905,rna46038
LOC106906906,gene25237,NA,NA
bank1,gene25238,rna46042_gene_bank1,rna46042
trnaa-ugc,gene25239,NA,NA
LOC106906907,gene25240,NA,NA
LOC106906910,gene25241,NA,NA
LOC106906911,gene25242,NA,NA
ipo8,gene25243,rna46047_gene_ipo8,rna46047
LOC106906914,gene25244,rna46048_gene_LOC106906914,rna46048
LOC106906916,gene25245,NA,NA
LOC106906915,gene25246,rna46051_gene_LOC106906915,rna46051
LOC106906912,gene25247,NA,NA
LOC106906920,gene25248,rna46053_gene_LOC106906920,rna46053
LOC106906922,gene25249,rna46054_gene_LOC106906922,rna46054
anpep,gene25250,rna46055_gene_anpep,rna46055
dyx1c1,gene25251,rna46057_gene_dyx1c1,rna46057
LOC106906919,gene25252,rna46058_gene_LOC106906919,rna46058
LOC106906923,gene25253,NA,NA
LOC106906925,gene25254,NA,NA
LOC106906924,gene25255,rna46061_gene_LOC106906924,rna46061
apex2,gene25256,rna46062_gene_apex2,rna46062
LOC106906926,gene25257,rna46063_gene_LOC106906926,rna46063
LOC106906927,gene25258,rna46065_gene_LOC106906927,rna46065
pold3,gene25259,rna46069_gene_pold3,rna46069
LOC106906931,gene25260,rna46070_gene_LOC106906931,rna46070
LOC106906930,gene25261,rna46071_gene_LOC106906930,rna46071
LOC106906933,gene25262,rna46072_gene_LOC106906933,rna46072
LOC106906934,gene25263,rna46073_gene_LOC106906934,rna46073
mtx1,gene25264,rna46075_gene_mtx1,rna46075
LOC106906938,gene25265,NA,NA
thbs3,gene25266,rna46078_gene_thbs3,rna46078
LOC106906940,gene25267,NA,NA
LOC106906939,gene25268,NA,NA
LOC106906935,gene25269,rna46081_gene_LOC106906935,rna46081
LOC106906947,gene25270,rna46082_gene_LOC106906947,rna46082
LOC106906945,gene25271,rna46083_gene_LOC106906945,rna46083
LOC106906946,gene25272,rna46084_gene_LOC106906946,rna46084
LOC106906943,gene25273,rna46085_gene_LOC106906943,rna46085
LOC106906944,gene25274,rna46087_gene_LOC106906944,rna46087
LOC106906948,gene25275,rna46092_gene_LOC106906948,rna46092
LOC106906949,gene25276,rna46093_gene_LOC106906949,rna46093
fam96a,gene25277,rna46094_gene_fam96a,rna46094
spg11,gene25278,rna46096_gene_spg11,rna46096
znf277,gene25279,rna46100_gene_znf277,rna46100
immp2l,gene25280,rna46102_gene_immp2l,rna46102
LOC106906962,gene25281,rna46105_gene_LOC106906962,rna46105
LOC106906963,gene25282,NA,NA
LOC106906959,gene25283,rna46107_gene_LOC106906959,rna46107
LOC106906954,gene25284,NA,NA
LOC106906955,gene25285,NA,NA
LOC106906960,gene25286,rna46111_gene_LOC106906960,rna46111
LOC106906956,gene25287,rna46113_gene_LOC106906956,rna46113
LOC106906961,gene25288,rna46114_gene_LOC106906961,rna46114
LOC106906958,gene25289,rna46115_gene_LOC106906958,rna46115
LOC106906964,gene25290,rna46116_gene_LOC106906964,rna46116
LOC106906965,gene25291,rna46117_gene_LOC106906965,rna46117
LOC106906966,gene25292,rna46118_gene_LOC106906966,rna46118
LOC106906968,gene25293,rna46119_gene_LOC106906968,rna46119
ccdc66,gene25294,rna46120_gene_ccdc66,rna46120
LOC106906972,gene25295,NA,NA
fam208a,gene25296,rna46122_gene_fam208a,rna46122
LOC106906971,gene25297,NA,NA
LOC106906977,gene25298,rna46124_gene_LOC106906977,rna46124
mtmr3,gene25299,rna46126_gene_mtmr3,rna46126
LOC106906974,gene25300,rna46133_gene_LOC106906974,rna46133
LOC106906973,gene25301,rna46136_gene_LOC106906973,rna46136
LOC106906979,gene25302,rna46138_gene_LOC106906979,rna46138
LOC106906978,gene25303,NA,NA
LOC106906980,gene25304,rna46140_gene_LOC106906980,rna46140
LOC106906983,gene25305,rna46144_gene_LOC106906983,rna46144
LOC106906985,gene25306,rna46146_gene_LOC106906985,rna46146
LOC106906982,gene25307,rna46149_gene_LOC106906982,rna46149
LOC106906984,gene25308,rna46150_gene_LOC106906984,rna46150
LOC106906986,gene25309,rna46151_gene_LOC106906986,rna46151
LOC106906987,gene25310,NA,NA
LOC106906988,gene25311,NA,NA
LOC106906991,gene25312,rna46154_gene_LOC106906991,rna46154
lig4,gene25313,rna46156_gene_lig4,rna46156
LOC106906993,gene25314,rna46158_gene_LOC106906993,rna46158
LOC106906994,gene25315,NA,NA
LOC106906989,gene25316,rna46160_gene_LOC106906989,rna46160
LOC106906996,gene25317,NA,NA
LOC106906995,gene25318,rna46162_gene_LOC106906995,rna46162
bin2,gene25319,rna46163_gene_bin2,rna46163
dazap2,gene25320,rna46164_gene_dazap2,rna46164
pou6f1,gene25321,rna46165_gene_pou6f1,rna46165
tfcp2,gene25322,rna46167_gene_tfcp2,rna46167
csrnp2,gene25323,rna46168_gene_csrnp2,rna46168
LOC106906999,gene25324,NA,NA
LOC106907011,gene25325,rna46170_gene_LOC106907011,rna46170
tpst1,gene25326,rna46171_gene_tpst1,rna46171
crcp,gene25327,rna46174_gene_crcp,rna46174
LOC106907004,gene25328,rna46175_gene_LOC106907004,rna46175
asl,gene25329,rna46177_gene_asl,rna46177
LOC106907010,gene25330,rna46178_gene_LOC106907010,rna46178
LOC106907007,gene25331,rna46179_gene_LOC106907007,rna46179
trnat-agu,gene25332,NA,NA
LOC106907019,gene25333,rna46183_gene_LOC106907019,rna46183
LOC106907006,gene25334,rna46184_gene_LOC106907006,rna46184
LOC106907017,gene25335,rna46185_gene_LOC106907017,rna46185
LOC106907018,gene25336,NA,NA
LOC106907013,gene25337,rna46187_gene_LOC106907013,rna46187
LOC106907003,gene25338,rna46188_gene_LOC106907003,rna46188
LOC106907014,gene25339,rna46189_gene_LOC106907014,rna46189
LOC106907015,gene25340,rna46190_gene_LOC106907015,rna46190
LOC106907020,gene25341,NA,NA
LOC106907021,gene25342,NA,NA
LOC106907022,gene25343,rna46192_gene_LOC106907022,rna46192
LOC106907024,gene25344,rna46195_gene_LOC106907024,rna46195
LOC106907026,gene25345,rna46202_gene_LOC106907026,rna46202
LOC106907027,gene25346,rna46205_gene_LOC106907027,rna46205
LOC106907028,gene25347,rna46210_gene_LOC106907028,rna46210
LOC106907023,gene25348,rna46215_gene_LOC106907023,rna46215
ssrp1,gene25349,rna46216_gene_ssrp1,rna46216
LOC106907030,gene25350,rna46220_gene_LOC106907030,rna46220
LOC106907032,gene25351,rna46221_gene_LOC106907032,rna46221
LOC106907033,gene25352,rna46222_gene_LOC106907033,rna46222
LOC106907031,gene25353,rna46223_gene_LOC106907031,rna46223
LOC106907034,gene25354,rna46224_gene_LOC106907034,rna46224
ran,gene25355,rna46228_gene_ran,rna46228
stx2,gene25356,rna46229_gene_stx2,rna46229
LOC106907039,gene25357,rna46236_gene_LOC106907039,rna46236
LOC106907041,gene25358,rna46238_gene_LOC106907041,rna46238
ggt1,gene25359,rna46239_gene_ggt1,rna46239
anapc5,gene25360,rna46241_gene_anapc5,rna46241
LOC106907044,gene25361,NA,NA
LOC106907045,gene25362,rna46242_gene_LOC106907045,rna46242
LOC106907048,gene25363,rna46243_gene_LOC106907048,rna46243
LOC106907047,gene25364,NA,NA
adamts15,gene25365,rna46245_gene_adamts15,rna46245
LOC106907049,gene25366,NA,NA
LOC106907050,gene25367,rna46247_gene_LOC106907050,rna46247
LOC106907051,gene25368,rna46249_gene_LOC106907051,rna46249
LOC106907052,gene25369,rna46250_gene_LOC106907052,rna46250
arl6ip5,gene25370,rna46253_gene_arl6ip5,rna46253
lmod3,gene25371,rna46254_gene_lmod3,rna46254
frmd4b,gene25372,rna46257_gene_frmd4b,rna46257
LOC106907058,gene25373,rna46258_gene_LOC106907058,rna46258
LOC106907057,gene25374,NA,NA
LOC106907062,gene25375,NA,NA
LOC106907064,gene25376,NA,NA
LOC106907063,gene25377,rna46262_gene_LOC106907063,rna46262
LOC106907060,gene25378,rna46263_gene_LOC106907060,rna46263
LOC106907059,gene25379,rna46264_gene_LOC106907059,rna46264
LOC106907061,gene25380,rna46265_gene_LOC106907061,rna46265
LOC106907065,gene25381,rna46266_gene_LOC106907065,rna46266
LOC106907066,gene25382,rna46267_gene_LOC106907066,rna46267
LOC106907069,gene25383,rna46268_gene_LOC106907069,rna46268
LOC106907068,gene25384,rna46269_gene_LOC106907068,rna46269
LOC106907067,gene25385,rna46270_gene_LOC106907067,rna46270
LOC106907070,gene25386,rna46271_gene_LOC106907070,rna46271
LOC106907071,gene25387,rna46273_gene_LOC106907071,rna46273
LOC106907073,gene25388,rna46275_gene_LOC106907073,rna46275
LOC106907077,gene25389,NA,NA
LOC106907076,gene25390,NA,NA
LOC106907075,gene25391,rna46279_gene_LOC106907075,rna46279
LOC106907074,gene25392,rna46282_gene_LOC106907074,rna46282
LOC106907078,gene25393,rna46283_gene_LOC106907078,rna46283
LOC106907080,gene25394,rna46284_gene_LOC106907080,rna46284
LOC106907079,gene25395,NA,NA
LOC106907081,gene25396,NA,NA
sass6,gene25397,rna46289_gene_sass6,rna46289
LOC106907082,gene25398,rna46294_gene_LOC106907082,rna46294
lonp1,gene25399,rna46299_gene_lonp1,rna46299
LOC106907086,gene25400,rna46300_gene_LOC106907086,rna46300
LOC106907088,gene25401,rna46301_gene_LOC106907088,rna46301
LOC106907087,gene25402,rna46302_gene_LOC106907087,rna46302
LOC106907091,gene25403,rna46303_gene_LOC106907091,rna46303
LOC106907089,gene25404,rna46304_gene_LOC106907089,rna46304
lipc,gene25405,rna46305_gene_lipc,rna46305
stard5,gene25406,rna46306_gene_stard5,rna46306
LOC106907093,gene25407,NA,NA
LOC106907108,gene25408,rna46311_gene_LOC106907108,rna46311
ddo,gene25409,rna46312_gene_ddo,rna46312
zbtb24,gene25410,rna46314_gene_zbtb24,rna46314
LOC106907096,gene25411,NA,NA
LOC106907095,gene25412,rna46316_gene_LOC106907095,rna46316
LOC106907097,gene25413,rna46317_gene_LOC106907097,rna46317
LOC106907094,gene25414,rna46318_gene_LOC106907094,rna46318
LOC106907098,gene25415,rna46319_gene_LOC106907098,rna46319
LOC106907100,gene25416,rna46323_gene_LOC106907100,rna46323
LOC106907101,gene25417,rna46324_gene_LOC106907101,rna46324
LOC106907103,gene25418,rna46326_gene_LOC106907103,rna46326
ankrd66,gene25419,rna46327_gene_ankrd66,rna46327
LOC106907102,gene25420,rna46328_gene_LOC106907102,rna46328
LOC106907115,gene25421,NA,NA
LOC106907112,gene25422,rna46329_gene_LOC106907112,rna46329
LOC106907114,gene25423,rna46330_gene_LOC106907114,rna46330
LOC106907116,gene25424,rna46333_gene_LOC106907116,rna46333
mphosph6,gene25425,rna46334_gene_mphosph6,rna46334
snx20,gene25426,rna46335_gene_snx20,rna46335
LOC106907110,gene25427,rna46336_gene_LOC106907110,rna46336
chst8,gene25428,rna46339_gene_chst8,rna46339
LOC106907111,gene25429,rna46340_gene_LOC106907111,rna46340
LOC106907119,gene25430,NA,NA
LOC106907120,gene25431,rna46343_gene_LOC106907120,rna46343
canx,gene25432,rna46346_gene_canx,rna46346
LOC106907123,gene25433,NA,NA
mgat4b,gene25434,rna46348_gene_mgat4b,rna46348
LOC106907124,gene25435,rna46349_gene_LOC106907124,rna46349
LOC106907125,gene25436,rna46350_gene_LOC106907125,rna46350
LOC106907127,gene25437,rna46351_gene_LOC106907127,rna46351
wdr36,gene25438,rna46352_gene_wdr36,rna46352
slc25a46,gene25439,rna46353_gene_slc25a46,rna46353
LOC106907129,gene25440,rna46355_gene_LOC106907129,rna46355
LOC106907130,gene25441,rna46356_gene_LOC106907130,rna46356
trpm5,gene25442,rna46357_gene_trpm5,rna46357
traf6,gene25443,rna46358_gene_traf6,rna46358
ntng1,gene25444,rna46359_gene_ntng1,rna46359
LOC106907135,gene25445,rna46369_gene_LOC106907135,rna46369
LOC106907140,gene25446,rna46372_gene_LOC106907140,rna46372
smim7,gene25447,rna46373_gene_smim7,rna46373
tmem38a,gene25448,rna46374_gene_tmem38a,rna46374
comp,gene25449,rna46375_gene_comp,rna46375
LOC106907137,gene25450,rna46378_gene_LOC106907137,rna46378
ppfia2,gene25451,rna46379_gene_ppfia2,rna46379
acss3,gene25452,rna46389_gene_acss3,rna46389
LOC106907143,gene25453,NA,NA
LOC106907144,gene25454,rna46391_gene_LOC106907144,rna46391
hoxb8,gene25455,rna46392_gene_hoxb8,rna46392
hoxb9,gene25456,rna46394_gene_hoxb9,rna46394
LOC106907148,gene25457,NA,NA
LOC106907146,gene25458,NA,NA
LOC106907151,gene25459,rna46397_gene_LOC106907151,rna46397
tatdn3,gene25460,rna46401_gene_tatdn3,rna46401
fuca2,gene25461,rna46403_gene_fuca2,rna46403
LOC106907150,gene25462,rna46404_gene_LOC106907150,rna46404
LOC106907154,gene25463,rna46407_gene_LOC106907154,rna46407
LOC106907149,gene25464,rna46408_gene_LOC106907149,rna46408
LOC106907155,gene25465,NA,NA
LOC106907156,gene25466,rna46410_gene_LOC106907156,rna46410
pofut1,gene25467,rna46411_gene_pofut1,rna46411
LOC106907157,gene25468,rna46412_gene_LOC106907157,rna46412
LOC106907159,gene25469,rna46414_gene_LOC106907159,rna46414
LOC106907160,gene25470,rna46416_gene_LOC106907160,rna46416
LOC106907163,gene25471,NA,NA
